id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;900.00099.2013;Câmara Municipal de Curitiba;"Em resposta a sua solicitação de informação nº 900.00099.2013, vimos informar que encontra-se disponível no Portal da Transparência do site da Câmara Municipal de Curitiba http://www.cmc.pr.gov.br/portal.php, a planilha detalhada de remuneração bruta dos cargos efetivos e em comissão, na forma da Lei 12.527/2011, que exige a ampla divulgação de informações de interesse público (art. 3º, II). Anexo a este, encaminhamos a tabela com a remuneração dos cargos em comissão e a listagem de servidores lotados em cada gabinete.

Colocamo-nos à disposição para maiores esclarecimentos.";Resposta do Pedido;2013-07-22;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.012.015;Câmara Municipal de Curitiba;Gostaria de ter acesso à Lei 13.491/2010, sobre lacre de segurança fixados quando solicitamos alimentos ( pizza, sopa, etc) . Obrigado;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.012.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00101.2015, encaminhamos Lei Ordinária nº 13.491, de 26 de maio de 2010, que "" Dispõe sobre a utilização de lacre inviolável nas embalagens de alimentos entregues em domicílio no Município de Curitiba, e dá outras providências"". 
 Ressaltamos que esta e outras informações sobre Legislação ou Proposições que tramitam nesta Casa Legislativa encontram-se disponibilizadas na internet, no site http://www.cmc.pr.gov.br. Anexo a este, encaminhamos fluxograma para orientar sua pesquisa.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;Câmara de Curitiba/Anexos sic 2015;"900.00101.2015-CONSULTAPROPOSIÇÃO-pesquisarápida.pdf;900.00101.2015-Leiordinária_13491_2010.pdf"
;900.001.022.015;Câmara Municipal de Curitiba;"Venho através deste requerimento fazer os seguintes questionamentos, para fins de pesquisa: 
 1. Onde tenho acesso aos projetos de lei desta Câmara? 
 2. Se por meio eletrônico, há quanto tempo vem sendo usado? 
 3. Se por meio de requerimento, pessoalmente, quanto tempo demoro para ter resposta? 
 4. Existe um controle de quantos requerimentos/acessos acontecem por ano e por mês?";Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.022.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00102.2015, informamos que toda a tramitação de proposições na Câmara Municipal de Curitiba está integralmente aberta à população, no portal da instituição na internet, desde 2005, ano em que a Diretoria de Informática da Casa concluiu a liberação da versão do Sistema de Proposições Legislativas (SPL), possibilitando ao cidadão acompanhar o trâmite de matérias do seu interesse desde o protocolo inicial do projeto de lei até a discussão final em plenário, após a análise das comissões. 
 Numa consulta simples é possível ver, por exemplo, o parecer dos vereadores que analisaram a matéria nas comissões permanentes, a Ordem do Dia, com a relação atualizada do que será debatido em plenário e o resultado das votações. O SPL também possibilita ao cidadão acessar a legislação em vigor na cidade, como a Lei Orgânica do Município e o Regimento Interno da Casa, além das constituições estadual e federal e as todas leis municipais desde 1948. 
 Para acessar essas informações, basta procurar a inscrição ""Proposições Legislativas "" no menu lateral da página da Câmara na internet (www.cmc.pr.gov.br) . Clicando ali você será redirecionado para uma página de validação dos dados, onde terá que digitar uma combinação de quatro letras ou números. Feito isto, o cidadão chega ao SPL e enxerga o processo legislativo da Câmara de Curitiba como os vereadores em seus gabinetes. 
 A Diretoria de Informática é a responsável pelo controle do número de acessos ao Sistema de Proposições Legislativas, constando em sistema próprio dados mês a mês desde o ano de 2005. 
 Anexo a este, encaminhamos fluxograma para orientar sua pesquisa.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.032.015;Câmara Municipal de Curitiba;Solicito o número de reivindicações / registros cadastrados no sistema de Ouvidoria da Prefeitura de Curitiba, mês a mês desde a sua implantação.;Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.032.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00103.2015, esclarecemos que a Ouvidoria Municipal, criada pela Lei 14.223/2013 e regulamentada pela Resolução nº 4/2013, é responsável pelo controle da administração pública municipal e possui total autonomia, estando vinculada ao Poder Legislativo apenas no que tange a disponibilização de espaço físico e infraestrutura necessária à atividade. 
 Para questões relativas às atividades da Ouvidoria, solicitamos que entre em contato diretamente com o órgão, por qualquer das seguintes maneiras: 
 Pelo telefone 3350-4989, das 8h às 18h. 
 Pessoalmente, das 8h às 18h, Rua Barão do Rio Branco, nº 720, Centro 
 Por fax: 3350-4889. 
 Correios: Rua Barão do Rio Branco, nº 720 - Centro - Curitiba, PR - CEP: 80010-902. 
 Pelo facebook: www.facebook.com/ouvidoriacuritiba. 
 Por e-mail: ouvidoria@ouvidoria.curitiba.pr.leg.br 
 Atendimento eletrônico através do site: www.ouvidoria.curitiba.pr.leg.br";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.062.015;Câmara Municipal de Curitiba;Bom dia gostaria de solicitar a legislação sobre o IPTU VERDE, ou qualquer outro material sobre esse tema, li que vocês tem a isenção de IPTU VERDE e gostaria de saber mais sobre como e aplicado essa isenção como funciona, se pudessem me mandar algum material ou a lei ou o contato de quem trata desse assunto para eu entrar em contato, estou fazendo um projeto de pesquisa e gostaria de obter mais informações.;Pedido;;;Câmara Municipal de Curitiba;Não Classificado;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.062.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00106.2015, temos a informar que a Lei Ordinária nº 9.806, de 03 de janeiro de 2000, que ""Institui o Código Florestal do Município de Curitiba e dá outras providências"", em seu artigo 10, traz: 
 TÍTULO I
 DAS FORMAÇÕES VEGETAIS 
 Art. 10. A título de incentivo, os proprietários ou possuidores de terrenos integrantes do Setor Especial de Áreas Verdes ou nos casos descritos no Anexo II, que faz parte integrante desta lei, gozarão de isenção ou redução sobre o valor do terreno, para o cálculo base do Imposto Predial e Territorial Urbano - IPTU, proporcionalmente a taxa de cobertura florestal do terreno, de acordo com a tabela constante no referido Anexo II. 
 Para maiores informações sobre o tema, acesse: http://www.curitiba.pr.gov.br/conteudo/iptu-isencao-e-reducao/373 
 Anexo enviamos cópia da Lei nº 9.806 - Código Florestal, com as referidas tabelas constantes dos anexos da Lei.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Classificado;Finalizado;PR;Curitiba;Legislativo;Municipal;;não encontrado
;900.001.072.015;Câmara Municipal de Curitiba;Conforme o Regimento da casa, cada vereador tem direito a gastar 3 mil selos por mês e os que fazem parte da mesa diretora 4 mil selos por mês. Gostaria de saber quanto cada vereador gastou em selos no ano de 2014.;Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.072.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00107.2015, informamos que já tramita neste Sistema de Informações sua solicitação de nº 900.00099.2015, também ao que se refere aos gastos com selos em 2014. O pedido anterior, com data de 16 de julho de 2015, está neste momento para a apreciação e informação do Departamento de Patrimônio e Serviços Auxiliares desta Casa. De acordo com a Lei nº 12.527, de 18 de novembro de 2011 - Lei de Acesso à Informação, na qual este Serviço de Informação ao Cidadão é baseado: 
 Art. 11. O órgão ou entidade pública deverá autorizar ou conceder o acesso imediato à informação disponível. 
 § 1o Não sendo possível conceder o acesso imediato, na forma disposta no caput, o órgão ou entidade que receber o pedido deverá, em prazo não superior a 20 (vinte) dias. 
 Para tanto, o prazo de resposta para o primeiro pedido requerido sobre o assunto expira no próximo dia 05 de agosto. 
 Informamos que a resposta será enviada tão rápida quanto possível e dentro do prazo ao senhor, visto que ela está cumprindo seu trâmite normal.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.082.015;Câmara Municipal de Curitiba;"Sou estudante e estou realizando um trabalho sobre o transporte coletivo de Curitiba e gostaria de saber onde eu consigo encontrar a integra do Decreto nº 503/1955 do Prefeito Nei Braga, que deu o ponta pé inicial ao moderno transporte público curitibano. 
 Agradeço se puder enviar, ou indicar o sitio onde eu possa encontrá-lo";Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.082.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00108.2015, informamos que a Câmara Municipal de Curitiba não possui em seu Sistema de Proposições Legislativas, nem mesmo em seu Departamento de Arquivo, o Decreto nº 503/1955, por ser uma legislação muito antiga. Em contato com o Departamento de Referência Legislativa da Prefeitura Municipal de Curitiba, que também não possui tal documento em seus arquivos, a informação é que tal Decreto apenas será encontrado no Arquivo Público do Paraná. 
 Para tal, solicitamos que o senhor entre em contato com: 
 Arquivo Público do Paraná 
 Rua dos Funcionários, 1796 - Cabral 
 Fone: (41) 3352.2299 
 E-mail: consultasai@deap.pr.gov.br 
 Contato: Thaís Regina Franciscon de Paula (Bibliotecária)";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.092.015;Câmara Municipal de Curitiba;Eu gostaria de saber se existe lei que não possa descontar o funcionário público municipal de Curitiba em que o mesmo não compareça ao trabalho no seu dia de aniversário.;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.092.015;Câmara Municipal de Curitiba;Em resposta ao seu pedido de informação nº 900.00109.2015, temos a informar que não existe lei municipal que disponha sobre falta abonada de servidores públicos na data de seu aniversário, caso o mesmo não compareça ao trabalho.;Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.102.015;Câmara Municipal de Curitiba;"Venho por meio desta solicitar cópias das folhas de ponto e suas respectivas justificativas de todos os servidores efetivos da Câmara Municipal de Curitiba no período de 15/06/2015 a 14/07/2015. 
 Tendo em mente a possibilidade da mesma ser negada e para dirimir qualquer dúvida copio no corpo e envio em anexo, cópia de decisão de Controladoria Geral da União sobre este tipo de pedido. 
 Controladoria-Geral da União
 Ouvidoria-Geral da União
 PARECER
 Referência:08850.005439/2013-52
 Assunto:Recurso contra decisão denegatória ao pedido de acesso à informação.
 Restrição de acesso: Não há restrição de acesso
 Ementa: Associação solicita cópia digital das folhas de ponto dos servidores lotados no Arquivo Nacional (AN) com as respectivas assinaturas de suas chefias imediatas, entre outubro de 2012 a maio de 2013 - Requerente alega tratar-se de informação pública, cuja regra é sua publicidade - Órgão justifica a negativa de sua disponibilização, tendo em vista ser a informação pessoal - Perda do objeto durante a instrução recursal - Esforços da Controladoria-Geral da União na
 obtenção de Esclarecimentos Adicionais. Órgão ou entidade recorrido (a): Arquivo Nacional - AN
 Recorrente: XXXXXXXXXXXXXXXXXXXXX";Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.102.015;Câmara Municipal de Curitiba;Em resposta ao seu pedido de informação nº 900.00110.2015, informamos que as cópias dos documentos solicitados são de caráter pessoal, não sendo portanto possível a disponibilização das mesmas.;Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.122.015;Câmara Municipal de Curitiba;"Como faço para que seja apresentado um projeto para substituir todos os elevadores das estações tubo por rampas? Sou portador de deficiência, e não aguento mais chegar nos tubos e ver que o elevador está estragado. Tem estação que chega a passar três meses com o elevador para ""por falta de peça”! Se estraga tanto, por que continuam a gastar dinheiro com contratos que, a meu ver, só fazem sangria no dinheiro público? Além do que, é um desrespeito comigo como cidadão! Cadê a tal cidade que tem ACESSIBILIDADE????? """;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.122.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00112.2015, temos a informar que já tramitou por esta Casa de Leis a proposição nº 044.10221.2011, que solicitava a implantação de rampa de acessibilidade em todas as estações tudo na cidade de Curitiba. Tal proposição, datada de 29 de novembro de 2011, foi enviada à Prefeitura Municipal e, após resposta da URBS, foi arquivada. 
 No entanto, a Câmara Municipal de Curitiba tem instalada, desde o ano de 2013, a Comissão de Acessibilidade, a qual compete exarar parecer sobre matérias relacionadas a acessibilidade para pessoas portadoras de necessidades especiais ou com mobilidade reduzida às edificações, vias e espaços públicos, transporte, mobiliário, equipamentos urbanos e sistemas de comunicação. Fazem da comissão os seguinte vereadores: José Maria (presidente), Beto Moraes, Chicarelli, Julieta Reis e Rogério Campos. 
 Para a criação de um novo projeto de lei sugerindo a instalação de rampa em todas as estações tubo do município, solicitamos que o senhor entre em contatos com os vereadores que foram tal Comissão, para que eles analisem o pedido e possam estudar um possível projeto. 
 Anexo, segue proposição nº 044.10221.2011, com respostas e trâmites. 
 Maiores informações sobre o programa atual de acessibilidade da URBS, acesse: http://www.urbs.curitiba.pr.gov.br/acessibilidade";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.132.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00113.2015, cumpre informar que a Câmara de Vereadores exerce a função do Poder Legislativo na esfera municipal. Os vereadores são eleitos através do voto direto, cujo mandato tem duração de quatro anos, sendo a reeleição ilimitada. A quantidade de membros desse cargo político é estabelecida através do contingente populacional de cada município (quanto mais habitantes, maior será o número de vereadores de uma cidade). Contudo, foi estabelecido um número mínimo de 9 e um máximo de 55 vereadores por município. 
 Para se candidatar é necessário atender aos seguintes requisitos: 
 - Ter nacionalidade brasileira,
 - Estar filiado em algum partido político,
 - Ter idade mínima de 18 anos,
 - Possuir domicílio eleitoral no município pelo qual concorre ao cargo,
 - Ter pleno exercício dos direitos políticos. 
 Os vereadores são eleitos juntamente com o prefeito de um município, no qual os primeiros têm a função de discutir as questões locais e fiscalizar o ato do Executivo Municipal (Prefeito) com relação à administração e gastos do orçamento. Eles devem trabalhar em função da melhoria da qualidade de vida da população, elaborando leis, recebendo o povo, atendendo às reivindicações, desempenhando a função de mediador entre os habitantes e o prefeito. 
 Outra importante atribuição a um vereador é a elaboração da Lei Orgânica do Município. Esse documento consiste numa espécie de Constituição Municipal, na qual há um conjunto de medidas para proporcionar melhorias para a população local. O prefeito, sob fiscalização da Câmara de Vereadores, deve cumprir a Lei Orgânica. 
 Para tanto, indicamos que o procure o partido político ao qual pretende se candidatar em seu município (Colombo) para maiores informações.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.142.015;Câmara Municipal de Curitiba;"Gostaria de saber como faço para me candidatar a vereador, na região de Colombo. 
 Estou interessado, pois a nossa região está sem nenhum representante. Alguns vereadores não tem muito interesse, pois o bairro está meio abandonado. Grato pela atenção.";Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.142.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00114.2015, cumpre informar que a Câmara de Vereadores exerce a função do Poder Legislativo na esfera municipal. Os vereadores são eleitos através do voto direto, cujo mandato tem duração de quatro anos, sendo a reeleição ilimitada. A quantidade de membros desse cargo político é estabelecida através do contingente populacional de cada município (quanto mais habitantes, maior será o número de vereadores de uma cidade). Contudo, foi estabelecido um número mínimo de 9 e um máximo de 55 vereadores por município. 
 Para se candidatar é necessário atender aos seguintes requisitos: 
 - Ter nacionalidade brasileira,
 - Estar filiado em algum partido político,
 - Ter idade mínima de 18 anos,
 - Possuir domicílio eleitoral no município pelo qual concorre ao cargo,
 - Ter pleno exercício dos direitos políticos. 
 Os vereadores são eleitos juntamente com o prefeito de um município, no qual os primeiros têm a função de discutir as questões locais e fiscalizar o ato do Executivo Municipal (Prefeito) com relação à administração e gastos do orçamento. Eles devem trabalhar em função da melhoria da qualidade de vida da população, elaborando leis, recebendo o povo, atendendo às reivindicações, desempenhando a função de mediador entre os habitantes e o prefeito. 
 Outra importante atribuição a um vereador é a elaboração da Lei Orgânica do Município. Esse documento consiste numa espécie de Constituição Municipal, na qual há um conjunto de medidas para proporcionar melhorias para a população local. O prefeito, sob fiscalização da Câmara de Vereadores, deve cumprir a Lei Orgânica. 
 Para tanto, indicamos que o procure o partido político ao qual pretende se candidatar em seu município (Colombo) para maiores informações.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.192.015;Câmara Municipal de Curitiba;"Solicito à presidência da câmara municipal as seguintes informações: 
 - o nome do vereador representante da câmara que é conselheiro do conselho municipal - Comupa e seu suplente neste conselho. 
 - Solicito cópia das atas 2014 e 2105 em que este vereador esteve presente e atribuições e trabalhos realizados por este vereador. 
 - Solicito ainda informações e razões da ausência deste vereador na reuniões do Comupa no ano de 2014 e 2015 e indicação de substituto ao vereador ausente.";Pedido;;;Câmara Municipal de Curitiba;Parcialmente Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.192.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00119.2015, comunicamos que o representante da Câmara Municipal de Curitiba no COMUPA - Conselho Municipal de Proteção aos Animais é o Vereador Professor Galdino e não há um suplente. 
 As cópias das atas das reuniões dos anos de 2014 e 2015 devem ser solicitadas diretamente ao COMUPA, uma vez que a Câmara Municipal não tem acesso à elas. As atribuições e trabalhos realizados pelo vereador, assim como informações sobre a sua presença às reuniões também devem ser questionadas junto a este Conselho. 
 A indicação de um substituto ou de suplente, somente poderão ser feitas pela Presidência da Câmara de Curitiba uma vez que haja uma solicitação por parte do COMUPA.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Parcialmente Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.202.015;Câmara Municipal de Curitiba;Sou aluno de jornalismo da PUC PR e estou fazendo uma matéria sobre a liberação da cerveja nós estádios de futebol. Na próxima terça, vai acontecer a votação do projeto que visa a liberação da bebida. Gostaria de saber como devo proceder para ir assistir a votação.;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.202.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00120.2015, informamos que as sessões plenárias na Câmara Municipal de Curitiba são realizadas das 9h às 12h, nas segundas, terças e quartas-feiras. As sessões são públicas e abertas e podem ser acompanhadas pela população. Portanto, basta comparecer no dia desejado, no horário em que a sessão se inicia, no seguinte endereço: Palácio Rio Branco 
 Av. Barão do Rio Branco, 720 - Centro 
 Curitiba";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.242.015;Câmara Municipal de Curitiba;Não consigo visualizar os salários dos funcionários da Câmara.;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.242.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00124.2015, esclarecemos que para visualizar os salários dos servidores da Câmara Municipal de Curitiba, é necessário acessar o ""Portal da Transparência"" através do site da Câmara em: http://www.cmc.pr.gov.br/ 
 Deve-se ainda efetuar um cadastro de segurança onde se pede o nome completo, CPF e e-mail.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.252.015;Câmara Municipal de Curitiba;"Solicito informações ao sr. presidente da CMC referente a falta de resposta a ofício do conselho municipal - Comupa. Em ata deste conselho de nº 11ª de 06 outubro 2014 e disponível em http://multimidia.curitiba.pr.gov.br/2015/00167235.pdf 
 Em ata este conselho relata a falta de resposta a ofício encaminhado a esta casa de leis e é possível ainda verificar que o representante desta casa não comparece nas reuniões do conselho. 
 Solicito informações e documentos que esclareçam estas situações o motivo da falta de representante da CMC neste conselho municipal.";Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.252.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00125.2015, esclarecemos que a Câmara Municipal de Curitiba não não tem registrado em seus arquivos, através da Sessão de Controle de Correspondência Oficial que é o setor responsável pelo recebimento e distribuição de todas as missivas endereçadas à Câmara, o recebimento de qualquer ofício enviado pelo COMUPA no ano de 2014. 
 Assim sendo, procuramos a Sra. Rosemary Cadilhe, presidente do COMUPA, a fim de pedir uma cópia do referido documento para sabermos a forma como foi enviado e ainda tomarmos conhecimento de seu conteúdo. Entretanto, até a presente data, quando finda o prazo de resposta legal de 20 dias deste pedido de informação, não recebemos resposta alguma de sua parte, apesar de inúmeras tentativas de contato. 
 Não obstante, buscamos ainda esclarecimentos junto à Sra. Vivien Midori, ex-presidente do Conselho, que declarou não estar mais em posse da pasta com a documentação do COMUPA e portanto, não poderia nos ser útil neste caso. 
 Posto isso, informamos não ser possível um posicionamento da Câmara, uma vez que nos faltam subsídios para elucidações.";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.262.015;Câmara Municipal de Curitiba;"Meu nome é W... e sou servidor da Assembleia Legislativa do Estado de Minas Gerais e mestrando na Escola de Ciência da Informação da Universidade Federal de Minas Gerais. Venho através desse questionário (link abaixo) solicitar o seu apoio no preenchimento das questões. O preenchimento é simples basta acessar o link abaixo e marcar as alternativas das questões. Este questionário enquadra-se no âmbito de uma investigação de dissertação de Mestrado em Ciência da Informação, sobre os serviços de arquivos em Câmaras Municipais, especialmente as de capitais de estados. O modelo de questionário foi extraído do Censo do Legislativo Municipal, realizado em 2005, pelo INTERLEGIS, com adaptações. São 34 questões, na sua maioria de múltipla escolha, de seleção de alternativas e minoritariamente discursiva, sobre assuntos ligados aos serviços de arquivo. O preenchimento das questões levará em torno de 25 minutos. 
 A sua cooperação como respondente será muito importante não só para uma atividade acadêmica, mas também para motivar órgãos representativos quanto à importância dos serviços de arquivos nas Casas Legislativas. Caso reste alguma dúvida favor entrar em contato pelo número ... ou e-mail ..., e pedir para falar com W..., referente ao questionário de serviços em arquivo de câmaras municipais. Pela cooperação, muito obrigado! Este é um convite para preencher o formulário Pedido de informação, por meio de questionário, sobre os serviços de arquivo na Câmara Municipal . Para preenchê-lo, visite: 
 https://docs.google.com/forms/d/1IxuzGZJYUFmj0_fLEn0xd4oS-dytRsPReIJSyAyLPAc/viewform?c=0& w=1& usp=mail_form_link";Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.262.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00126.2015, comunicamos que o link para o preenchimento de questionários sobre os arquivos das Casas Legislativas está direcionado à senhora Soraya dos Santos, Chefe da Sessão de Arquivo e Documentação Histórica da Câmara Municipal de Curitiba. 
 E-mail de contato: sdalke@cmc.pr.gov.br 
 Telefone: (41) 3350-4787";Resposta do Pedido;;;Câmara Municipal de Curitiba;Não Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.272.015;Câmara Municipal de Curitiba;"Venho requisitar saber dos seguintes valores: 
 Salário do vereador. 
 Verba para manter gabinete. 
 Salário dos assessores. 
 Verba para combustíveis. 
 Valor de diárias. 
 Qual foi o custo de cada vereador no exercício de 2014.";Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.272.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00127.2015, esclarecemos que todas as informações a respeito dos salários dos vereadores e seus assessores, assim como uso de veículos, cotas, custos de viagens oficiais e receitas e despesas estão disponíveis no ""Portal da Transparência"" no site da Câmara Municipal de Curitiba. 
 Pedimos que acesse: http://www.cmc.pr.gov.br/transparencia/menu-topo/portal.php";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.282.015;Câmara Municipal de Curitiba;Solicito informações acerca do teor da proposição que originou a promulgação da Lei 7432/1990.;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.282.015;Câmara Municipal de Curitiba;Em atenção ao seu pedido de informação nº 900.00128.2015, enviamos em anexo, cópia do Projeto de Lei 109/1989 que originou a Lei 7432/1990.;Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.292.015;Câmara Municipal de Curitiba;"Gostaria de saber dados referente a servidores dessa casa legislativa. 
 1- Qual o número de servidores de carreira (concursados) 
 2- Qual o número de servidores comissionados 
 3- Quantos servidores de carreira exercem cargos em comissão 
 4- Os servidores recebem vale alimentação? Qual o valor e legislação que concede o beneficio? 
 5- Existe serviço terceirizado na Câmara? Quantos servidores? Que tipo de serviço exercem? Qual o gasto mensal com esse serviço? 
 Aguardo resposta.";Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.292.015;Câmara Municipal de Curitiba;"Em resposta ao seu pedido de informação nº 900.00129.2015, esclarecemos que todas as informações a respeito dos salários dos servidores efetivos e comissionados, assim como suas funções gratificadas estão disponíveis no ""Portal da Transparência"" no site da Câmara Municipal de Curitiba na opção ""Cargos e Salários"". Informações sobre serviços terceirizados podem ser consultados na opção ""Licitações e Contratos"". 
 Os servidores da Câmara não recebem vale alimentação. 
 Pedimos que acesse: http://www.cmc.pr.gov.br/transparencia/menu-topo/portal.php";Resposta do Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
;900.001.312.015;Câmara Municipal de Curitiba;Gostaria de saber quais são os Projetos de iniciativa popular já aprovados até hoje em Curitiba.;Pedido;;;Câmara Municipal de Curitiba;Atendido;Finalizado;PR;Curitiba;Legislativo;Municipal;;
